date,stock_id,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover,momentum_1m,momentum_3m,momentum_6m,volume_ma20,volume_momentum,historical_volatility,volatility_regime,volatility_z_score,atr,atr_ratio,hurst_exponent,skewness,kurtosis,ma5,ma10,ma20,ma60,macd,singal_line,macd_hist,rsi,bb_middle,bb_upper,bb_lower,volume_ma5,volume_ratio,price_momentum,price_acceleration,daily_return,volatility_5d,volatility_20d
2024-11-26,600519,1447.09,1457.52,1467.4,1437.4,25745,3876885984.0,2.07,0.72,10.43,0.2,,,,,,,0,,38.88642857,0.02667986,,,,1469.586,1490.275,,,-34.94393843,-26.09986452,-8.84407391,,,,,26394.8,0.97538151,-0.02208744,0.01799827,0.00720757,0.19819584,
2024-11-27,600519,1457.52,1467.57,1470.67,1453.52,25934,3927607772.0,1.18,0.69,10.05,0.21,,,,,,,0,,33.59714286,0.02289304,,,,1464.434,1484.33,,,-34.69125536,-27.81814269,-6.87311268,,,,,27312.6,0.94952513,-0.01725004,0.0048374,0.00689527,0.21088977,
2024-11-28,600519,1470.52,1466.52,1473.51,1450.52,23952,3627662382.0,1.57,-0.07,-1.05,0.19,,,,,,,0,,30.51785714,0.02080971,,,,1459.008,1478.75,,,-34.18170304,-29.09085476,-5.09084828,,,,,28450.6,0.84188031,-0.01816356,-0.00091352,-0.00071547,0.20998652,
2024-11-29,600519,1465.52,1474.26,1503.52,1461.73,36088,5534035503.0,2.85,0.53,7.74,0.29,,,,,,,0,,30.44714286,0.02065249,,,,1462.592,1475.424,,,-32.77551016,-29.82778584,-2.94772432,,,,,28981,1.24522963,0.01230482,0.03046838,0.0052778,0.09320034,
2024-12-02,600519,1474.52,1473.52,1478.51,1463.62,26820,4086609952.0,1.01,-0.05,-0.74,0.21,,,,,,,0,,28.00714286,0.01900696,,,,1467.878,1472.024,,,-31.35931334,-30.13409134,-1.225222,,,,,27707.8,0.96795848,0.01826424,0.00595942,-0.00050195,0.06256465,
2024-12-03,600519,1472.52,1475.26,1477.42,1464.6,24807,3777197199.0,0.87,0.12,1.74,0.2,,,,,,,0,,27.11,0.01837642,,,,1471.426,1470.506,,,-29.75358292,-30.05798966,0.30440674,,,,,27520.2,0.9014106,0.01217136,-0.00609288,0.00118085,0.05504775,
2024-12-04,600519,1468.59,1468.52,1472.18,1458.52,23924,3626565544.0,0.93,-0.46,-6.74,0.19,,,,33728.9,0.7093027,,0,,26.24857143,0.01787417,,,,1471.616,1468.025,1497.84,,-28.69412367,-29.78521646,1.09109279,,1497.84,1575.78599615,1419.89400385,27118.2,0.88221195,0.00064733,-0.01152403,-0.00456869,0.05656977,
2024-12-05,600519,1459.38,1459.52,1466.38,1458.52,16141,2441318387.0,0.54,-0.61,-9.0,0.13,-0.08646395,,,30799,0.52407546,0.14245472,0,,24.76285714,0.01696644,,-1.05334528,0.88387657,1470.216,1464.612,1490.933,,-28.25501316,-29.4791758,1.22416264,,1490.933,1554.85606893,1427.00993107,25556,0.63159336,-0.0047732,-0.00542053,-0.00612862,0.07250312,0.14245472
2024-12-06,600519,1461.52,1469.53,1487.42,1456.59,32040,4883148600.0,2.11,0.69,10.01,0.26,-0.05708089,,,29362.45,1.0911896,0.12654897,0,,25.46571429,0.01732916,,-1.06986022,1.68977076,1469.27,1465.931,1486.485,,-26.79046773,-28.94143418,2.15096645,,1486.485,1542.50698835,1430.46301165,24746.4,1.29473378,-0.00320839,0.00156482,0.00685842,0.08137912,0.12654897
2024-12-09,600519,1470.54,1467.32,1478.24,1461.72,19800,3008173586.0,1.12,-0.15,-2.21,0.16,-0.05121789,,,28159.75,0.70313124,0.12535392,0,,23.47642857,0.01599953,,-1.21783422,2.1050179,1468.03,1467.954,1482.5245,,-25.51402368,-28.25595208,2.7419284,,1482.5245,1531.41941222,1433.62958778,23342.4,0.84824183,-0.00420761,-0.00099922,-0.00150388,0.08158884,0.12535392
2024-12-10,600519,1518.52,1495.11,1528.25,1493.7,60312,9421340719.0,2.35,1.89,27.79,0.48,-0.02006266,,,28714.2,2.10042418,0.14001434,0,,26.20928571,0.01753,,-0.53300836,2.69244646,1472,1471.713,1480.994,,-22.00633648,-27.00602896,4.99969248,,1480.994,1525.95381616,1436.03418384,30443.4,1.98111906,0.01345526,0.01766287,0.01893929,0.16448627,0.14001434
2024-12-11,600519,1488.52,1484.12,1503.52,1479.5,29671,4569662604.0,1.61,-0.74,-10.99,0.24,-0.02809393,,,28741.5,1.03234,0.14161248,0,,26.71142857,0.01799816,,-0.38364538,2.33001295,1475.12,1473.368,1478.849,,-19.88405919,-25.58163501,5.69757582,,1478.849,1518.32167617,1439.37632383,31592.8,0.93916968,0.01062294,-0.00283232,-0.00735063,0.17320627,0.14161248
2024-12-12,600519,1480.54,1514.32,1514.52,1477.52,41937,6510547810.0,2.49,2.03,30.2,0.33,-0.00525514,,,29375.95,1.42759638,0.16098946,0,,26.50071429,0.01750008,,-0.07198987,1.42968918,1486.08,1478.148,1478.449,,-15.58559056,-23.58242612,7.99683556,,1478.449,1516.19106582,1440.70693418,36752,1.14108076,0.03754659,0.02692365,0.02034876,0.19409175,0.16098946
